"From Date","To Date","PM2.5","PM10","NO","NO2","NOx","NH3","SO2","CO","Ozone","WS","Temp"
"31-10-2024 16:00","01-11-2024 00:00","286.75","513.62","68.15","77.91","96.84","43.16","10.1","2.16","11.93","0.6","None"
"31-10-2024 08:00","31-10-2024 16:00","181.74","427.75","58.53","63.59","81.41","55","7.05","2.22","21.84","1.19","None"
"31-10-2024 00:00","31-10-2024 08:00","255.88","514.75","220.77","75.89","219.88","58.53","8.21","3.4","7.24","0.47","None"
"31-08-2024 16:00","01-09-2024 00:00","51.53","352.27","30.38","46.06","49.25","14.91","12.91","1.66","78.8","0.78","None"
"31-08-2024 08:00","31-08-2024 16:00","54.76","265.5","50.71","60.13","68.8","14.1","4.18","0.85","58.22","1.16","None"
"31-08-2024 00:00","31-08-2024 08:00","53.38","195","71.17","125.13","124.89","31.08","0.92","0.43","39.43","0.46","None"
"31-07-2024 16:00","01-08-2024 00:00","29.77","79.35","16.42","42.58","35.99","32.2","None","1.53","102.06","0.3","None"
"31-07-2024 08:00","31-07-2024 16:00","55.67","138.14","57.82","65.55","80.49","35.63","14.26","1.77","88.65","0.3","None"
"31-07-2024 00:00","31-07-2024 08:00","64.62","95.88","126.72","57.44","132.01","30.18","14.8","2.01","93.65","0.3","None"
"31-05-2024 16:00","01-06-2024 00:00","104.71","359.13","142.34","120.64","179.92","37.4","24.53","2.82","26.65","0.86","None"
"31-05-2024 08:00","31-05-2024 16:00","80.5","290.62","43.66","66.45","70.77","35.1","26.62","1.6","29.22","1.05","None"
"31-05-2024 00:00","31-05-2024 08:00","104.83","289.31","76.59","80.7","105.18","45.02","23.82","1.96","31.56","0.39","None"
"31-03-2024 16:00","01-04-2024 00:00","None","None","None","None","None","None","None","None","None","None","None"
"31-03-2024 08:00","31-03-2024 16:00","112.61","332.04","19.83","52.67","44.07","11.19","29.17","0.32","53.22","None","None"
"31-03-2024 00:00","31-03-2024 08:00","188.44","461.78","77.41","72.83","101.62","8.95","29.11","1.56","69.56","None","None"
"31-01-2024 16:00","01-02-2024 00:00","214.58","262.42","81.57","105.94","122.64","52.36","13.36","0.8","16.91","0.89","None"
"31-01-2024 08:00","31-01-2024 16:00","321.29","460.41","60.03","118.93","112.09","57.21","15.26","0.76","20.26","0.55","None"
"31-01-2024 00:00","31-01-2024 08:00","266.66","341.03","114.44","64.92","127.56","50.74","17.17","0.77","65.78","0.31","None"
"30-11-2024 16:00","01-12-2024 00:00","150.88","443.88","6.72","322.93","175.35","53.88","26.24","4.59","5.42","0.36","None"
"30-11-2024 08:00","30-11-2024 16:00","224.77","388.48","5.61","153.23","104.12","33.59","18.37","3.21","8.99","0.89","None"
"30-11-2024 00:00","30-11-2024 08:00","373.67","678.52","7.84","424.63","237.83","52.65","44.25","7.73","6.38","0.3","None"
"30-10-2024 16:00","31-10-2024 00:00","214.25","620.38","131.18","94.07","156.69","54.81","22.5","3.12","11.69","0.39","None"
"30-10-2024 08:00","30-10-2024 16:00","223","457.25","32.18","85.5","71.64","59.19","10.34","2.43","49.96","1.08","None"
"30-10-2024 00:00","30-10-2024 08:00","237.03","556","226.08","69.76","220.92","57.85","9.91","3.38","88.74","0.52","None"
"30-09-2024 16:00","01-10-2024 00:00","79.38","291.5","27.35","47.16","47.33","21.91","30.58","1","62.63","0.75","None"
"30-09-2024 08:00","30-09-2024 16:00","92.33","514.67","30.86","44.96","49","22.42","12.85","1.08","57.01","1.24","None"
"30-09-2024 00:00","30-09-2024 08:00","None","None","89.74","38.83","93.61","20.39","12.86","1.38","None","0.36","None"
"30-08-2024 16:00","31-08-2024 00:00","55.77","354.14","81.81","97.76","130.22","20.13","13.9","1.11","None","0.66","None"
"30-08-2024 08:00","30-08-2024 16:00","47.58","122.87","14.45","49.06","37.9","12.57","4.36","0.86","55.1","1.67","None"
"30-08-2024 00:00","30-08-2024 08:00","86.41","197.75","72.13","128.64","110.23","65.31","7.5","0.34","64.87","0.5","None"
"30-07-2024 16:00","31-07-2024 00:00","61.1","104.71","139.26","54.47","141.23","29.65","15.67","2.38","93","0.3","None"
"30-07-2024 08:00","30-07-2024 16:00","36.14","56.86","8.64","26.23","19.92","27.43","13.4","1.39","93.3","0.3","None"
"30-07-2024 00:00","30-07-2024 08:00","42.29","68.29","10.06","27.68","21.48","32.5","13.38","1.38","81.79","0.3","None"
"30-06-2024 16:00","01-07-2024 00:00","99","248","6.98","6","8.85","14.1","19.25","0.97","16.85","0.3","None"
"30-06-2024 08:00","30-06-2024 16:00","None","None","None","None","None","None","None","None","None","None","None"
"30-06-2024 00:00","30-06-2024 08:00","None","None","None","None","None","None","None","None","None","None","None"
"30-05-2024 16:00","31-05-2024 00:00","79.25","250.38","27.65","74.93","62.28","35.37","16.93","1.52","22.44","0.87","None"
"30-05-2024 08:00","30-05-2024 16:00","113.75","314.12","33.25","58.13","58","35.44","23.94","1.33","32.88","0.79","None"
"30-05-2024 00:00","30-05-2024 08:00","131.55","438.87","156.45","91.98","176.15","41.26","23.36","2.35","21","0.41","None"
"30-04-2024 16:00","01-05-2024 00:00","70","286.73","113.75","91.76","141.17","16.48","19.05","1.27","40.53","0.56","None"
"30-04-2024 08:00","30-04-2024 16:00","78.74","268.12","54.52","65.91","79.24","25.68","32.37","0.73","69.95","0.88","None"
"30-04-2024 00:00","30-04-2024 08:00","61.82","201.84","56.11","46.95","69.24","32.62","39.65","0.68","32.53","0.42","None"
"30-03-2024 16:00","31-03-2024 00:00","106.84","378.25","76.78","102.05","116.7","13.82","30.07","1.68","54.06","None","None"
"30-03-2024 08:00","30-03-2024 16:00","95.81","297.66","19.09","46.12","40.06","22.28","29.68","0.36","67.8","None","None"
"30-03-2024 00:00","30-03-2024 08:00","83.28","226.48","14.96","41.78","34.39","7.84","29.62","0.32","3.97","None","None"
"30-01-2024 16:00","31-01-2024 00:00","337.38","561","107.49","108.82","145.26","48.19","51.28","1.04","15.42","0.32","None"
"30-01-2024 08:00","30-01-2024 16:00","294.09","468.13","71.52","106.09","114.56","54.03","18.09","0.39","15.73","0.39","None"
"30-01-2024 00:00","30-01-2024 08:00","238.06","364.53","73.9","64.13","94.19","57.63","7.17","0.28","14.91","0.3","None"
"29-11-2024 16:00","30-11-2024 00:00","176.25","451.75","8.53","268.72","149.64","53.76","23.83","4.17","5.76","0.33","None"
"29-11-2024 08:00","29-11-2024 16:00","196.5","411.38","6.36","137.37","78.26","25.15","13.98","2.44","30.95","0.89","None"
"29-11-2024 00:00","29-11-2024 08:00","405.03","662.75","6.65","258.92","143.13","33.65","27.31","4.77","32.91","0.31","None"
"29-10-2024 16:00","30-10-2024 00:00","156.27","551.75","242.17","92.04","246.09","53.37","11.06","3.15","9.57","0.43","None"
"29-10-2024 08:00","29-10-2024 16:00","122.14","245.43","23.88","52.07","47.11","51.85","5.69","1.72","20.52","1.65","None"
"29-10-2024 00:00","29-10-2024 08:00","204.42","439.35","136.67","65.58","146.01","52.08","7.49","2.48","5.12","0.44","None"
"29-09-2024 16:00","30-09-2024 00:00","None","None","36.1","37.2","49.13","19.2","12.83","1.02","120.15","0.99","None"
"29-09-2024 08:00","29-09-2024 16:00","48","None","16.7","27.43","28.17","18.21","12.89","0.64","144.81","2.09","None"
"29-09-2024 00:00","29-09-2024 08:00","48.57","None","18.18","23.63","27.35","19.2","12.85","0.64","66.6","1.47","None"
"29-08-2024 16:00","30-08-2024 00:00","56.61","141.5","104.94","87.84","130.38","26.35","2.33","0.86","56.32","0.56","None"
"29-08-2024 08:00","29-08-2024 16:00","36.1","60.67","13.79","42.57","33.97","23.74","1.99","None","56.37","2.29","None"
"29-08-2024 00:00","29-08-2024 08:00","28.22","67.83","27.07","93.5","55.3","18.62","1.88","0.81","55.83","2.03","None"
"29-07-2024 16:00","30-07-2024 00:00","44.25","86.57","7.98","38.63","26.14","26.97","13.63","1.49","92.16","0.3","None"
"29-07-2024 08:00","29-07-2024 16:00","41.88","66","7.6","30.5","21.38","32.85","13.22","1.31","110.07","0.3","None"
"29-07-2024 00:00","29-07-2024 08:00","28.86","49.14","10.08","26.15","21.69","42.4","13.16","1.28","104.33","0.3","None"
"29-06-2024 16:00","30-06-2024 00:00","None","None","None","None","None","None","None","None","None","None","None"
"29-06-2024 08:00","29-06-2024 16:00","None","None","None","None","None","None","None","None","None","None","None"
"29-06-2024 00:00","29-06-2024 08:00","None","None","None","None","None","None","None","None","None","None","None"
"29-05-2024 16:00","30-05-2024 00:00","103.88","477.16","87.3","98.54","123.41","45.38","15.54","2.35","35.26","1.36","None"
"29-05-2024 08:00","29-05-2024 16:00","105.5","398.75","29.53","39.51","44.95","42.11","6.7","1.48","102.44","0.85","None"
"29-05-2024 00:00","29-05-2024 08:00","160.68","411.39","130.64","90.29","154.21","32.63","18.45","2.5","10.04","0.36","None"
"29-04-2024 16:00","30-04-2024 00:00","58.07","296.24","25.59","57.2","51.27","40.3","16.75","0.7","46.71","0.91","None"
"29-04-2024 08:00","29-04-2024 16:00","109.84","322.91","40.03","77.56","73.87","35.47","30.22","0.85","79.89","0.66","None"
"29-04-2024 00:00","29-04-2024 08:00","169","424.97","197.59","99.77","222.23","28.45","55.98","1.81","51.9","0.3","None"
"29-03-2024 16:00","30-03-2024 00:00","57.81","228.72","34.39","73.3","66.94","16.45","23.41","0.78","34.11","None","None"
"29-03-2024 08:00","29-03-2024 16:00","108.93","281.11","9.28","47.92","31.94","20.96","33.34","0.85","126.46","None","None"
"29-03-2024 00:00","29-03-2024 08:00","98.09","223.53","36.07","44.9","53.23","9.34","30.32","0.15","None","None","None"
"29-02-2024 16:00","01-03-2024 00:00","84.43","239.1","186.82","152","213.93","12.65","21.06","1.64","15.96","0.34","None"
"29-02-2024 08:00","29-02-2024 16:00","121.09","196.23","52.63","94","92.8","34.86","19.78","0.57","28.96","0.63","None"
"29-02-2024 00:00","29-02-2024 08:00","55.06","144.19","49.48","78.22","81.8","21.04","15.81","0.62","16.89","0.31","None"
"29-01-2024 16:00","30-01-2024 00:00","306.84","578.58","108.96","128.19","156.77","46.26","20.61","1.48","15.81","0.3","None"
"29-01-2024 08:00","29-01-2024 16:00","213.84","357.61","16.24","74.18","52.65","40.58","10.04","0.65","17.39","0.67","None"
"29-01-2024 00:00","29-01-2024 08:00","183.84","280.34","24.11","52.48","47.51","39.05","5.09","None","15.08","0.35","None"
"28-11-2024 16:00","29-11-2024 00:00","208.25","504.38","7.15","208.41","116.68","39.08","21.81","3.81","5.65","0.31","None"
"28-11-2024 08:00","28-11-2024 16:00","215.5","409.38","5.99","119.45","68.41","26.01","13.49","2.36","19.34","1.06","None"
"28-11-2024 00:00","28-11-2024 08:00","294.55","538.75","5.85","210.77","116.7","30.94","27.25","4.76","4.52","0.3","None"
"28-10-2024 16:00","29-10-2024 00:00","148.23","342.52","66.68","80.94","97.26","58.54","5.19","2.19","8.25","0.8","None"
"28-10-2024 08:00","28-10-2024 16:00","137.36","268.78","55.12","108.71","102.67","86.46","16.27","1.95","7.95","1.92","None"
"28-10-2024 00:00","28-10-2024 08:00","223.42","441.9","207.18","131.64","238.45","102.44","19.29","2.78","6.53","0.54","None"
"28-09-2024 16:00","29-09-2024 00:00","178.17","None","8.94","30.23","23.35","17.32","12.87","0.77","None","2.13","None"
"28-09-2024 08:00","28-09-2024 16:00","25.85","115.13","8.96","40.55","28.85","20.77","12.93","0.82","None","2.3","None"
"28-09-2024 00:00","28-09-2024 08:00","16.33","53.5","16.11","42.03","35.45","20.39","12.88","0.77","None","2.15","None"
"28-08-2024 16:00","29-08-2024 00:00","28.57","100.11","14.34","42.43","32.78","19.14","3.24","0.74","55.35","1.69","None"
"28-08-2024 08:00","28-08-2024 16:00","36","186.14","10.87","39.38","31.75","15.55","3.77","0.53","60.56","2.8","None"
"28-08-2024 00:00","28-08-2024 08:00","31","73.68","24.89","117.77","77.94","35.9","4.14","0.29","59.12","1.58","None"
"28-07-2024 16:00","29-07-2024 00:00","26.17","48.14","6.85","27.31","19.89","40.87","13.34","1.37","102.08","0.3","None"
"28-07-2024 08:00","28-07-2024 16:00","30","69.43","16.38","31.63","28.49","37.64","13.49","1.43","104.04","0.3","None"
"28-07-2024 00:00","28-07-2024 08:00","60.29","100.43","52.91","45.65","66.3","43.91","14.21","1.74","104.08","0.3","None"
"28-06-2024 16:00","29-06-2024 00:00","None","None","None","None","None","None","None","None","None","None","None"
"28-06-2024 08:00","28-06-2024 16:00","None","None","None","None","None","None","None","None","None","None","None"
"28-06-2024 00:00","28-06-2024 08:00","None","None","None","None","None","None","None","None","None","None","None"
"28-05-2024 16:00","29-05-2024 00:00","111.88","400.25","155.56","115.64","187.65","28.04","24.6","3.33","49.84","0.55","None"
"28-05-2024 08:00","28-05-2024 16:00","148.38","360.88","26.67","79.5","63.95","39.42","19.02","2.13","116.41","1.09","None"
"28-05-2024 00:00","28-05-2024 08:00","154","449.38","205.41","106.76","223.75","37.38","24.98","3.69","5.21","0.31","None"
"28-04-2024 16:00","29-04-2024 00:00","102.54","315.23","50.41","110.57","99.8","30.42","35.44","1.16","22.45","0.32","None"
"28-04-2024 08:00","28-04-2024 16:00","None","None","40.8","45.4","56.9","15.2","24.5","0.66","71.2","0.4","None"
"28-04-2024 00:00","28-04-2024 08:00","64.4","170.12","10.21","40.9","30.07","24.51","38.2","0.64","33.11","0.77","None"
"28-03-2024 16:00","29-03-2024 00:00","52.23","202.69","16.41","41.72","35.54","11.2","29.69","0.26","77.42","None","None"
"28-03-2024 08:00","28-03-2024 16:00","66.62","220.94","25.44","68","56.85","25.01","33.3","0.28","84.77","None","None"
"28-03-2024 00:00","28-03-2024 08:00","69.59","202.34","60.09","65.03","83.39","13.7","32.97","0.48","None","None","None"
"28-02-2024 16:00","29-02-2024 00:00","54.38","168.72","46.44","86.33","83.95","36.9","24.93","0.81","21.12","0.45","None"
"28-02-2024 08:00","28-02-2024 16:00","55.44","189.26","35.4","67.07","64.53","30.18","25.54","0.72","18.9","0.84","None"
"28-02-2024 00:00","28-02-2024 08:00","69","164.19","50.93","71.73","79.52","25.59","22.82","0.77","18.09","0.31","None"
"28-01-2024 16:00","29-01-2024 00:00","246.81","367.59","35.69","74.09","68.43","51.34","3.29","None","15.05","1.03","None"
"28-01-2024 08:00","28-01-2024 16:00","372.84","612.34","66.55","134.53","123.7","72.28","10.64","None","31.91","1.21","None"
"28-01-2024 00:00","28-01-2024 08:00","318.53","607.88","418.5","214.41","426.77","63.31","19.22","None","18.82","0.3","None"
"27-11-2024 16:00","28-11-2024 00:00","149.1","459.03","6.05","166.05","93.25","30.15","22.31","3.9","5.69","0.35","None"
"27-11-2024 08:00","27-11-2024 16:00","157.93","325.13","4.44","73.16","42.53","18.28","11.72","2.08","24.47","0.92","None"
"27-11-2024 00:00","27-11-2024 08:00","None","None","None","None","None","None","None","None","None","None","None"
"27-10-2024 16:00","28-10-2024 00:00","203.9","491.12","222.71","173.36","273.24","100.6","14.04","2.85","32.2","0.47","None"
"27-10-2024 08:00","27-10-2024 16:00","159.37","271.52","37.76","95.42","81.46","103.37","11.19","1.86","13.54","1.62","None"
"27-10-2024 00:00","27-10-2024 08:00","303.5","511.83","250.58","125.65","267.18","97.71","17.46","4.39","33.58","0.64","None"
"27-09-2024 16:00","28-09-2024 00:00","18.33","90","9.74","31.7","24.08","20.98","12.11","0.97","None","2.58","None"
"27-09-2024 08:00","27-09-2024 16:00","24.33","118","7.51","25.22","19.53","24.07","12.69","0.84","None","3.45","None"
"27-09-2024 00:00","27-09-2024 08:00","35.15","74.88","10.01","27.19","22.6","23.07","12.78","0.93","None","2.05","None"
"27-08-2024 16:00","28-08-2024 00:00","22.29","81.14","27.44","126.52","104.69","42.21","0.5","0.9","65.65","2.25","None"
"27-08-2024 08:00","27-08-2024 16:00","25.86","82.75","7.53","29.77","21.96","22.29","None","0.84","65.25","4.23","None"
"27-08-2024 00:00","27-08-2024 08:00","46","80.71","35.89","132.17","93.42","49.74","None","0.98","69.95","2.31","None"
"27-07-2024 16:00","28-07-2024 00:00","45","89.12","38.7","61.11","63.98","47.96","15.63","2.37","104.23","0.3","None"
"27-07-2024 08:00","27-07-2024 16:00","49.85","88.14","13.81","53.94","38.14","43.59","14.9","2.05","102.01","0.3","None"
"27-07-2024 00:00","27-07-2024 08:00","50.7","68.72","29.66","47.76","48.46","53.54","14.27","1.77","101.29","0.3","None"
"27-06-2024 16:00","28-06-2024 00:00","None","None","None","None","None","None","None","None","None","None","None"
"27-06-2024 08:00","27-06-2024 16:00","None","None","None","None","None","None","None","None","None","None","None"
"27-06-2024 00:00","27-06-2024 08:00","None","None","None","None","None","None","None","None","None","None","None"
"27-05-2024 16:00","28-05-2024 00:00","142.35","469.32","172.57","105.64","196.49","29.39","29.8","3.68","54.35","0.51","None"
"27-05-2024 08:00","27-05-2024 16:00","156.08","477.19","19.62","71.01","53.7","23.45","23.29","2.88","70.42","0.64","None"
"27-05-2024 00:00","27-05-2024 08:00","122.88","349.12","77.06","82.85","106.72","24.52","22.85","3.4","14.08","0.38","None"
"27-04-2024 16:00","28-04-2024 00:00","68.42","325","47.15","70.65","75.92","34.76","20.77","0.89","41.15","0.76","None"
"27-04-2024 08:00","27-04-2024 16:00","81.05","308","42.5","70.22","72.01","43.96","19.6","0.79","72.45","0.79","None"
"27-04-2024 00:00","27-04-2024 08:00","None","None","None","None","None","None","None","None","None","None","None"
"27-03-2024 16:00","28-03-2024 00:00","44.44","192.59","36.66","62.2","62.91","26.8","26.33","0.55","9.57","None","None"
"27-03-2024 08:00","27-03-2024 16:00","87","346","24.48","45.13","43.97","28.13","27.65","1.31","8.83","None","None"
"27-03-2024 00:00","27-03-2024 08:00","None","None","31.7","13.1","32.7","10.7","26.4","1.37","None","None","None"
"27-02-2024 16:00","28-02-2024 00:00","57.96","158.77","46.2","79.11","79.51","23.95","19.28","0.88","18.12","0.34","None"
"27-02-2024 08:00","27-02-2024 16:00","44.94","144.59","37.77","68.81","67.48","30.8","18.81","0.66","18.98","0.62","None"
"27-02-2024 00:00","27-02-2024 08:00","105.37","232.9","44.06","81.15","78.94","28.76","18.77","0.71","17.87","0.35","None"
"27-01-2024 16:00","28-01-2024 00:00","160.69","445.69","270.21","180.1","302.89","32.38","29.93","None","15.04","0.38","None"
"27-01-2024 08:00","27-01-2024 16:00","157.59","321.22","64.87","102.62","107.35","43.48","1.1","0.73","15.29","0.93","None"
"27-01-2024 00:00","27-01-2024 08:00","286.12","426.25","209.08","114.53","230.89","59.7","4.8","1.97","15.04","0.33","None"
"26-11-2024 16:00","27-11-2024 00:00","154.81","443.22","4.9","101.05","57.35","28.76","15.27","3.66","6.08","0.35","None"
"26-11-2024 08:00","26-11-2024 16:00","143.15","307.2","4.5","59.12","35.09","8.48","6.73","1.91","12.25","1.02","None"
"26-11-2024 00:00","26-11-2024 08:00","252.5","472","94.9","49.44","103.46","6.36","18.16","2.81","3","0.36","None"
"26-10-2024 16:00","27-10-2024 00:00","291.65","697.19","225.54","191.24","274.56","75.35","23.99","3.74","32.71","0.43","None"
"26-10-2024 08:00","26-10-2024 16:00","209.38","431.25","84.45","148.3","147.55","66.93","14.83","2.28","28.32","1.31","None"
